country,period_start,region,age_group,gender,income_level,sales,gross_margin_pct,profit_margin_pct
UK,2024-01-31,North,45-54,Other,Medium,19501.19684989257,0.5480007946879752,0.10251353587419372
UK,2024-01-31,North,45-54,Other,High,53244.14658004729,0.5480007946879752,0.10251353587419372
UK,2024-01-31,North,55+,Female,Low,17988.89134415126,0.5480007946879752,0.10251353587419372
UK,2024-01-31,North,55+,Female,Medium,80794.92680155899,0.5480007946879752,0.10251353587419372
UK,2024-01-31,North,55+,Female,High,84257.74134509517,0.5480007946879752,0.10251353587419372
UK,2024-01-31,North,55+,Male,Low,65673.12105597592,0.5480007946879752,0.10251353587419372
UK,2024-01-31,North,55+,Male,Medium,4424.015371627623,0.5480007946879752,0.10251353587419372
UK,2024-01-31,North,55+,Male,High,68701.15782201296,0.5480007946879752,0.10251353587419372
UK,2024-01-31,North,55+,Other,Low,82045.01734449602,0.5480007946879752,0.10251353587419372
UK,2024-01-31,North,55+,Other,Medium,67972.51756199096,0.5480007946879752,0.10251353587419372
UK,2024-01-31,North,55+,Other,High,16965.214837786545,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,18-24,Female,Low,19442.130100428894,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,18-24,Female,Medium,10040.186062121375,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,18-24,Female,High,21467.138044954463,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,18-24,Male,Low,1280.6343001818886,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,18-24,Male,Medium,10138.354343637437,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,18-24,Male,High,79665.3882462099,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,18-24,Other,Low,242060.6196614898,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,18-24,Other,Medium,34138.81392870788,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,18-24,Other,High,17206.961964567872,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,25-34,Female,Low,24095.845382098,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,25-34,Female,Medium,21889.904302784016,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,25-34,Female,High,7853.129219003126,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,25-34,Male,Low,65627.21438565903,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,25-34,Male,Medium,83348.13322941457,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,25-34,Male,High,91342.21101689576,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,25-34,Other,Low,321669.64965817815,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,25-34,Other,Medium,127620.26691259463,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,25-34,Other,High,99645.02777150483,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,35-44,Female,Low,63214.114574572006,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,35-44,Female,Medium,35894.77561461661,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,35-44,Female,High,2692.9709038858628,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,35-44,Male,Low,57950.447332700605,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,35-44,Male,Medium,37643.03050473862,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,35-44,Male,High,91351.43389924109,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,35-44,Other,Low,122855.17085945749,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,35-44,Other,Medium,20116.538047012258,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,35-44,Other,High,3013.8701126555493,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,45-54,Female,Low,56025.1997662915,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,45-54,Female,Medium,154684.6805014311,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,45-54,Female,High,49740.04568165458,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,45-54,Male,Low,129091.2959658024,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,45-54,Male,Medium,45617.200725095725,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,45-54,Male,High,79601.00462030419,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,45-54,Other,Low,17494.307934886794,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,45-54,Other,Medium,8142.919843696764,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,45-54,Other,High,8631.407003403981,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,55+,Female,Low,7129.127229777049,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,55+,Female,Medium,3312.0661383861166,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,55+,Female,High,103990.22949331118,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,55+,Male,Low,27176.838931359714,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,55+,Male,Medium,23391.61009028987,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,55+,Male,High,56639.299429132814,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,55+,Other,Low,11344.55488187618,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,55+,Other,Medium,116209.05421963408,0.5480007946879752,0.10251353587419372
UK,2024-01-31,South,55+,Other,High,78265.95474243649,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,18-24,Female,Low,19945.30311004393,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,18-24,Female,Medium,12151.736890502725,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,18-24,Female,High,32168.8629005972,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,18-24,Male,Low,18466.478991596923,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,18-24,Male,Medium,4588.206872988873,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,18-24,Male,High,30505.363334833768,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,18-24,Other,Low,136417.50992293278,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,18-24,Other,Medium,61115.54970055466,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,18-24,Other,High,186730.7014454028,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,25-34,Female,Low,123971.69474256849,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,25-34,Female,Medium,67721.26120696595,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,25-34,Female,High,112108.30891115272,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,25-34,Male,Low,44037.04324612739,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,25-34,Male,Medium,64689.69453334748,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,25-34,Male,High,23033.44171749922,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,25-34,Other,Low,13270.173471817167,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,25-34,Other,Medium,129937.86303216714,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,25-34,Other,High,8499.472843170399,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,35-44,Female,Low,11382.813184579425,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,35-44,Female,Medium,18794.26625292151,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,35-44,Female,High,58610.55669882572,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,35-44,Male,Low,25070.133507404676,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,35-44,Male,Medium,41465.58303990973,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,35-44,Male,High,130838.16519535366,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,35-44,Other,Low,93396.52630225435,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,35-44,Other,Medium,70953.46988865052,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,35-44,Other,High,10356.048589928974,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,45-54,Female,Low,72054.4371163249,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,45-54,Female,Medium,27532.036266357813,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,45-54,Female,High,7497.527607398692,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,45-54,Male,Low,24196.98056131471,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,45-54,Male,Medium,4274.328954787283,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,45-54,Male,High,55435.33275006949,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,45-54,Other,Low,58863.62975186635,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,45-54,Other,Medium,17828.531569491275,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,45-54,Other,High,2777.04671116262,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,55+,Female,Low,165340.05910505817,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,55+,Female,Medium,48936.00906763987,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,55+,Female,High,90146.59482504196,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,55+,Male,Low,21372.111547754947,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,55+,Male,Medium,101555.40133849307,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,55+,Male,High,99427.2792135432,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,55+,Other,Low,5641.893928609585,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,55+,Other,Medium,329042.58231090225,0.5480007946879752,0.10251353587419372
UK,2024-01-31,East,55+,Other,High,40806.069542358506,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,18-24,Female,Low,84675.40237971456,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,18-24,Female,Medium,14763.14250580453,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,18-24,Female,High,59599.332036716114,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,18-24,Male,Low,17340.435828188893,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,18-24,Male,Medium,97771.85722618138,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,18-24,Male,High,28052.850944757847,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,18-24,Other,Low,47197.26009567412,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,18-24,Other,Medium,31990.212002623633,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,18-24,Other,High,45647.20606902273,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,25-34,Female,Low,28611.719524692082,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,25-34,Female,Medium,37134.820530557925,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,25-34,Female,High,1739.9326664037771,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,25-34,Male,Low,96170.38213996476,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,25-34,Male,Medium,152033.05777043223,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,25-34,Male,High,35194.194777410725,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,25-34,Other,Low,206217.77421282313,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,25-34,Other,Medium,10182.583382981988,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,25-34,Other,High,168692.3525889155,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,35-44,Female,Low,22072.38233844701,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,35-44,Female,Medium,40506.933307971536,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,35-44,Female,High,147631.7143332496,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,35-44,Male,Low,7689.039528551746,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,35-44,Male,Medium,11569.759175925763,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,35-44,Male,High,81329.61464923502,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,35-44,Other,Low,59511.95076529605,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,35-44,Other,Medium,17444.98689641829,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,35-44,Other,High,26858.390726963957,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,45-54,Female,Low,45425.54592183938,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,45-54,Female,Medium,115086.08976164051,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,45-54,Female,High,21706.84402705968,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,45-54,Male,Low,46347.1893995337,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,45-54,Male,Medium,21456.337202597315,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,45-54,Male,High,18435.44073186753,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,45-54,Other,Low,129248.76059519021,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,45-54,Other,Medium,33717.48071463896,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,45-54,Other,High,81141.61336911979,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,55+,Female,Low,18337.548282714382,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,55+,Female,Medium,11269.89913270269,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,55+,Female,High,69206.40958441955,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,55+,Male,Low,85868.51676402823,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,55+,Male,Medium,57604.15461987522,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,55+,Male,High,71929.07867760625,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,55+,Other,Low,61721.494678619296,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,55+,Other,Medium,66150.06426851643,0.5480007946879752,0.10251353587419372
UK,2024-01-31,West,55+,Other,High,136587.37686119447,0.5480007946879752,0.10251353587419372
UK,2024-02-29,North,18-24,Female,Low,77653.12239039695,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,18-24,Female,Medium,46810.54945178076,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,18-24,Female,High,135004.07441098252,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,18-24,Male,Low,57779.18184384159,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,18-24,Male,Medium,7759.569821914827,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,18-24,Male,High,58041.061626765026,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,18-24,Other,Low,31667.046194023256,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,18-24,Other,Medium,6369.211533984285,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,18-24,Other,High,15149.103388765681,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,25-34,Female,Low,192290.8964922826,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,25-34,Female,Medium,22289.517105784988,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,25-34,Female,High,14277.31876885251,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,25-34,Male,Low,24567.48087439083,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,25-34,Male,Medium,114363.89472651228,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,25-34,Male,High,60233.28529867126,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,25-34,Other,Low,10936.840004777385,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,25-34,Other,Medium,449.71121951232607,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,25-34,Other,High,24231.005497796417,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,35-44,Female,Low,8332.52632152075,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,35-44,Female,Medium,114369.85297564676,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,35-44,Female,High,5896.348201067377,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,35-44,Male,Low,37851.5887296942,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,35-44,Male,Medium,56288.56164051844,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,35-44,Male,High,158765.714637654,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,35-44,Other,Low,16068.949620915848,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,35-44,Other,Medium,96021.5394791487,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,35-44,Other,High,42245.395724316695,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,45-54,Female,Low,95702.91014152534,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,45-54,Female,Medium,19811.383036864627,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,45-54,Female,High,18408.43453311104,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,45-54,Male,Low,13983.140979934798,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,45-54,Male,Medium,57747.286919165505,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,45-54,Male,High,35936.66869761879,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,45-54,Other,Low,47910.607161481756,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,45-54,Other,Medium,70964.73202875188,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,45-54,Other,High,63842.36399825141,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,55+,Female,Low,57824.81449124625,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,55+,Female,Medium,77377.26524723384,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,55+,Female,High,1905.009271367342,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,55+,Male,Low,83251.70813280527,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,55+,Male,Medium,71937.39987314842,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,55+,Male,High,24266.389029243226,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,55+,Other,Low,13261.46814596373,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,55+,Other,Medium,39310.45069654775,0.6553144355029944,0.0928626931538484
UK,2024-02-29,North,55+,Other,High,112059.38269752264,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,18-24,Female,Low,18030.001630900573,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,18-24,Female,Medium,79288.07055515105,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,18-24,Female,High,164245.1956717074,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,18-24,Male,Low,22062.566151782754,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,18-24,Male,Medium,238024.88263036194,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,18-24,Male,High,3341.04297476098,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,18-24,Other,Low,2057.0341930056506,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,18-24,Other,Medium,102744.3876992746,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,18-24,Other,High,35702.20178754026,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,25-34,Female,Low,33525.84026128071,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,25-34,Female,Medium,108379.65094077204,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,25-34,Female,High,136914.41068251542,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,25-34,Male,Low,45598.2242813937,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,25-34,Male,Medium,116532.45407722105,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,25-34,Male,High,55898.14143228113,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,25-34,Other,Low,27740.40977586678,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,25-34,Other,Medium,13458.689085854307,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,25-34,Other,High,76161.22207863058,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,35-44,Female,Low,118431.45743736152,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,35-44,Female,Medium,147695.37119527665,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,35-44,Female,High,16706.91503308706,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,35-44,Male,Low,56746.17204572757,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,35-44,Male,Medium,28395.412141105415,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,35-44,Male,High,94702.10040610125,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,35-44,Other,Low,12209.694682787016,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,35-44,Other,Medium,3260.858259801907,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,35-44,Other,High,19965.39264412044,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,45-54,Female,Low,3908.857891310226,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,45-54,Female,Medium,26060.9668608029,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,45-54,Female,High,26989.014836555707,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,45-54,Male,Low,6272.572228257622,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,45-54,Male,Medium,170782.36933006576,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,45-54,Male,High,16716.301870817304,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,45-54,Other,Low,66203.95197264013,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,45-54,Other,Medium,11103.653407797165,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,45-54,Other,High,28144.459085473707,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,55+,Female,Low,4992.188420738331,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,55+,Female,Medium,6518.895321329816,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,55+,Female,High,616.8747718837574,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,55+,Male,Low,89360.4264660895,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,55+,Male,Medium,19652.32265778288,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,55+,Male,High,38315.71082739626,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,55+,Other,Low,48069.21642688798,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,55+,Other,Medium,9947.069875661411,0.6553144355029944,0.0928626931538484
UK,2024-02-29,South,55+,Other,High,162258.64093854552,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,18-24,Female,Low,30239.79770994884,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,18-24,Female,Medium,4169.679327390793,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,18-24,Female,High,5976.877953540834,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,18-24,Male,Low,27456.642426473587,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,18-24,Male,Medium,7025.017945050583,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,18-24,Male,High,18052.045158695528,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,18-24,Other,Low,41120.50680155351,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,18-24,Other,Medium,2295.576757113056,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,18-24,Other,High,19853.68470155427,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,25-34,Female,Low,86844.58080757133,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,25-34,Female,Medium,4122.463509887653,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,25-34,Female,High,53679.194310652856,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,25-34,Male,Low,2791.9394080565235,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,25-34,Male,Medium,148150.19337898973,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,25-34,Male,High,14061.851987367769,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,25-34,Other,Low,13557.68730814888,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,25-34,Other,Medium,60303.58737487329,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,25-34,Other,High,124985.82808183543,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,35-44,Female,Low,176342.29285796697,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,35-44,Female,Medium,76435.65646975503,0.6553144355029944,0.0928626931538484
UK,2024-02-29,East,35-44,Female,High,95569.67928193307,0.6553144355029944,0.0928626931538484
